"Sample","Bee_spp","Site","Date","Plant_spp_morpho","Count","Observation"
16,"bifarius","Rosy.Hills","2015-06-20","UNKNOWN",93,"Microscopy"
16,"bifarius","Rosy.Hills","2015-06-20","C",216,"Microscopy"
NA,"bifarius","Rosy.Hills","2015-07-09","Hymenoxys hoopesii",1,"Field"
NA,"bifarius","Rosy.Hills","2015-07-09","Helianthella quinquenervis",2,"Field"
NA,"bifarius","Rosy.Hills","2015-07-15","Helianthella quinquenervis",1,"Field"
NA,"bifarius","Rosy.Hills","2015-07-22","Helianthella quinquenervis",2,"Field"
NA,"bifarius","Stormy.Pass","2015-05-30","Mertensia fusiformis",3,"Field"
NA,"bifarius","Stormy.Pass","2015-06-04","Mertensia fusiformis",1,"Field"
NA,"bifarius","Stormy.Pass","2015-06-08","Mertensia fusiformis",1,"Field"
NA,"bifarius","Stormy.Pass","2015-06-13","Hydrophyllum fendleri",1,"Field"
NA,"bifarius","Stormy.Pass","2015-06-13","Taraxacum officinale",1,"Field"
NA,"bifarius","Stormy.Pass","2015-06-25","Hydrophyllum fendleri",2,"Field"
NA,"bifarius","Stormy.Pass","2015-06-25","Mertensia ciliata",1,"Field"
NA,"bifarius","Stormy.Pass","2015-06-30","Hydrophyllum fendleri",1,"Field"
NA,"bifarius","Stormy.Pass","2015-07-13","Hymenoxys hoopesii",1,"Field"
22,"bifarius",NA,"2015-06-15","C",1843,"Microscopy"
22,"bifarius",NA,"2015-06-15","A",228,"Microscopy"
22,"bifarius",NA,"2015-06-15","UNKNOWN",7,"Microscopy"
22,"bifarius",NA,"2015-06-15","MERTENSIA",30,"Microscopy"
22,"bifarius",NA,"2015-06-15","ASTERACEAE_2",1,"Microscopy"
NA,"californicus","Copper.Creek","2015-06-01","Mertensia fusiformis",1,"Field"
NA,"californicus","Copper.Creek","2015-06-04","Delphinium nuttallianum",1,"Field"
NA,"californicus","Copper.Creek","2015-06-04","Erythronium grandiflorum",1,"Field"
NA,"californicus","Copper.Creek","2015-06-04","Mertensia fusiformis",1,"Field"
NA,"californicus","Copper.Creek","2015-06-08","Delphinium nuttallianum",1,"Field"
NA,"californicus","Copper.Creek","2015-06-10","Delphinium nuttallianum",3,"Field"
NA,"californicus","Copper.Creek","2015-06-10","Hydrophyllum capitatum",1,"Field"
NA,"californicus","Copper.Creek","2015-06-10","Mertensia fusiformis",1,"Field"
24,"californicus","Copper.Creek","2015-06-12","C",3685,"Microscopy"
24,"californicus","Copper.Creek","2015-06-12","UNKNOWN",1,"Microscopy"
24,"californicus","Copper.Creek","2015-06-12","ASTERACEAE_2",3,"Microscopy"
24,"californicus","Copper.Creek","2015-06-12","A",1,"Microscopy"
24,"californicus","Copper.Creek","2015-06-12","MERTENSIA",2,"Microscopy"
25,"californicus","Copper.Creek","2015-06-12","C",2611,"Microscopy"
25,"californicus","Copper.Creek","2015-06-12","ASTERACEAE_2",18,"Microscopy"
25,"californicus","Copper.Creek","2015-06-12","UNKNOWN",1,"Microscopy"
24,"californicus","Copper.Creek","2015-06-12","Delphinium barbeyi",5159,"Molecular"
24,"californicus","Copper.Creek","2015-06-12","Delphinium nuttallianum",3219,"Molecular"
24,"californicus","Copper.Creek","2015-06-12","Delphinium gracile",1652,"Molecular"
24,"californicus","Copper.Creek","2015-06-12","Taraxacum officinale",430,"Molecular"
24,"californicus","Copper.Creek","2015-06-12","Trollius europaeus",166,"Molecular"
24,"californicus","Copper.Creek","2015-06-12","Dasiphora fruticosa",150,"Molecular"
24,"californicus","Copper.Creek","2015-06-12","Caltha palustris",147,"Molecular"
24,"californicus","Copper.Creek","2015-06-12","Parnassia palustris",119,"Molecular"
24,"californicus","Copper.Creek","2015-06-12","Aquilegia ecalcarata",96,"Molecular"
24,"californicus","Copper.Creek","2015-06-12","Taraxacum cucullatum",85,"Molecular"
25,"californicus","Copper.Creek","2015-06-12","Delphinium barbeyi",24322,"Molecular"
25,"californicus","Copper.Creek","2015-06-12","Delphinium nuttallianum",14397,"Molecular"
25,"californicus","Copper.Creek","2015-06-12","Delphinium gracile",8440,"Molecular"
25,"californicus","Copper.Creek","2015-06-12","Trollius europaeus",947,"Molecular"
25,"californicus","Copper.Creek","2015-06-12","Caltha palustris",593,"Molecular"
25,"californicus","Copper.Creek","2015-06-12","Taraxacum officinale",464,"Molecular"
25,"californicus","Copper.Creek","2015-06-12","Aquilegia ecalcarata",411,"Molecular"
25,"californicus","Copper.Creek","2015-06-12","Parnassia palustris",364,"Molecular"
25,"californicus","Copper.Creek","2015-06-12","Thalictrum tuberosum",328,"Molecular"
25,"californicus","Copper.Creek","2015-06-12","Dasiphora fruticosa",275,"Molecular"
23,"californicus","Copper.Creek","2015-06-14","C",1534,"Microscopy"
23,"californicus","Copper.Creek","2015-06-14","UNKNOWN",3,"Microscopy"
23,"californicus","Copper.Creek","2015-06-14","A",1,"Microscopy"
23,"californicus","Copper.Creek","2015-06-14","MERTENSIA",2,"Microscopy"
26,"californicus","Copper.Creek","2015-06-14","C",865,"Microscopy"
26,"californicus","Copper.Creek","2015-06-14","MERTENSIA",1090,"Microscopy"
26,"californicus","Copper.Creek","2015-06-14","UNKNOWN",5,"Microscopy"
26,"californicus","Copper.Creek","2015-06-14","ASTERACEAE_2",15,"Microscopy"
26,"californicus","Copper.Creek","2015-06-14","ERICACEAE",2,"Microscopy"
26,"californicus","Copper.Creek","2015-06-14","B",1,"Microscopy"
26,"californicus","Copper.Creek","2015-06-14","A",2,"Microscopy"
23,"californicus","Copper.Creek","2015-06-14","Delphinium barbeyi",38912,"Molecular"
23,"californicus","Copper.Creek","2015-06-14","Delphinium nuttallianum",11475,"Molecular"
23,"californicus","Copper.Creek","2015-06-14","Delphinium gracile",6116,"Molecular"
23,"californicus","Copper.Creek","2015-06-14","Viola odorata",3796,"Molecular"
23,"californicus","Copper.Creek","2015-06-14","Trollius europaeus",552,"Molecular"
23,"californicus","Copper.Creek","2015-06-14","Caltha palustris",525,"Molecular"
23,"californicus","Copper.Creek","2015-06-14","Potentilla pulcherrima",498,"Molecular"
23,"californicus","Copper.Creek","2015-06-14","Lithophragma parviflorum",482,"Molecular"
23,"californicus","Copper.Creek","2015-06-14","Aquilegia ecalcarata",367,"Molecular"
23,"californicus","Copper.Creek","2015-06-14","Thalictrum tuberosum",275,"Molecular"
26,"californicus","Copper.Creek","2015-06-14","Delphinium barbeyi",171592,"Molecular"
26,"californicus","Copper.Creek","2015-06-14","Delphinium nuttallianum",108988,"Molecular"
26,"californicus","Copper.Creek","2015-06-14","Delphinium gracile",52942,"Molecular"
26,"californicus","Copper.Creek","2015-06-14","Taraxacum officinale",8448,"Molecular"
26,"californicus","Copper.Creek","2015-06-14","Trollius europaeus",6343,"Molecular"
26,"californicus","Copper.Creek","2015-06-14","Caltha palustris",4126,"Molecular"
26,"californicus","Copper.Creek","2015-06-14","Thalictrum tuberosum",2912,"Molecular"
26,"californicus","Copper.Creek","2015-06-14","Aquilegia ecalcarata",2618,"Molecular"
26,"californicus","Copper.Creek","2015-06-14","Hydrophyllum capitatum",2335,"Molecular"
26,"californicus","Copper.Creek","2015-06-14","Thalictrum thalictroides",1921,"Molecular"
NA,"californicus","Copper.Creek","2015-06-15","Delphinium nuttallianum",9,"Field"
27,"californicus","Copper.Creek","2015-06-15","C",1875,"Microscopy"
27,"californicus","Copper.Creek","2015-06-15","A",14,"Microscopy"
27,"californicus","Copper.Creek","2015-06-15","UNKNOWN",1,"Microscopy"
27,"californicus","Copper.Creek","2015-06-15","MERTENSIA",1,"Microscopy"
28,"californicus","Copper.Creek","2015-06-15","C",1099,"Microscopy"
28,"californicus","Copper.Creek","2015-06-15","UNKNOWN",1,"Microscopy"
29,"californicus","Copper.Creek","2015-06-15","C",746,"Microscopy"
29,"californicus","Copper.Creek","2015-06-15","ONAGRACEAE",1,"Microscopy"
27,"californicus","Copper.Creek","2015-06-15","Delphinium barbeyi",25683,"Molecular"
27,"californicus","Copper.Creek","2015-06-15","Delphinium nuttallianum",16430,"Molecular"
27,"californicus","Copper.Creek","2015-06-15","Delphinium gracile",7556,"Molecular"
27,"californicus","Copper.Creek","2015-06-15","Trollius europaeus",1288,"Molecular"
27,"californicus","Copper.Creek","2015-06-15","Parnassia palustris",713,"Molecular"
27,"californicus","Copper.Creek","2015-06-15","Thalictrum tuberosum",540,"Molecular"
27,"californicus","Copper.Creek","2015-06-15","Caltha palustris",459,"Molecular"
27,"californicus","Copper.Creek","2015-06-15","Thalictrum thalictroides",329,"Molecular"
27,"californicus","Copper.Creek","2015-06-15","Hydrophyllum capitatum",313,"Molecular"
27,"californicus","Copper.Creek","2015-06-15","Lupinus argenteus",295,"Molecular"
28,"californicus","Copper.Creek","2015-06-15","Delphinium barbeyi",33236,"Molecular"
28,"californicus","Copper.Creek","2015-06-15","Delphinium nuttallianum",19779,"Molecular"
28,"californicus","Copper.Creek","2015-06-15","Delphinium gracile",10354,"Molecular"
28,"californicus","Copper.Creek","2015-06-15","Trollius europaeus",939,"Molecular"
28,"californicus","Copper.Creek","2015-06-15","Caltha palustris",721,"Molecular"
28,"californicus","Copper.Creek","2015-06-15","Cynoglossum amplifolium",713,"Molecular"
28,"californicus","Copper.Creek","2015-06-15","Cynoglossum amplifolium",713,"Molecular"
28,"californicus","Copper.Creek","2015-06-15","Thalictrum tuberosum",604,"Molecular"
28,"californicus","Copper.Creek","2015-06-15","Aquilegia ecalcarata",379,"Molecular"
28,"californicus","Copper.Creek","2015-06-15","Populus alba",345,"Molecular"
29,"californicus","Copper.Creek","2015-06-15","Agastache pallidiflora",50501,"Molecular"
29,"californicus","Copper.Creek","2015-06-15","Delphinium barbeyi",35781,"Molecular"
29,"californicus","Copper.Creek","2015-06-15","Delphinium nuttallianum",12449,"Molecular"
29,"californicus","Copper.Creek","2015-06-15","Delphinium gracile",7561,"Molecular"
29,"californicus","Copper.Creek","2015-06-15","Helianthella quinquenervis",2908,"Molecular"
29,"californicus","Copper.Creek","2015-06-15","Lupinus argenteus",2740,"Molecular"
29,"californicus","Copper.Creek","2015-06-15","Campanula rotundifolia",2703,"Molecular"
29,"californicus","Copper.Creek","2015-06-15","Phlox douglasii",2701,"Molecular"
29,"californicus","Copper.Creek","2015-06-15","Populus alba",2676,"Molecular"
29,"californicus","Copper.Creek","2015-06-15","Cynoglossum amplifolium",2432,"Molecular"
29,"californicus","Copper.Creek","2015-06-15","Cynoglossum amplifolium",2432,"Molecular"
NA,"californicus","Copper.Creek","2015-06-28","Hydrophyllum fendleri",1,"Field"
NA,"californicus","Copper.Creek","2015-06-28","Pedicularis procera",1,"Field"
NA,"californicus","Copper.Creek","2015-07-09","Delphinium barbeyi",1,"Field"
NA,"californicus","Copper.Creek","2015-07-14","Delphinium barbeyi",2,"Field"
NA,"californicus","Frogs.Pond","2015-05-31","Mertensia fusiformis",1,"Field"
NA,"californicus","Frogs.Pond","2015-06-02","Delphinium nuttallianum",1,"Field"
NA,"californicus","Frogs.Pond","2015-06-02","Mertensia fusiformis",1,"Field"
NA,"californicus","Frogs.Pond","2015-06-04","Delphinium nuttallianum",1,"Field"
NA,"californicus","Frogs.Pond","2015-06-04","Mertensia fusiformis",2,"Field"
NA,"californicus","Frogs.Pond","2015-06-08","Lathyrus lanszwertii",2,"Field"
NA,"californicus","Frogs.Pond","2015-06-08","Taraxacum officinale",1,"Field"
NA,"californicus","Frogs.Pond","2015-06-15","Lathyrus lanszwertii",2,"Field"
NA,"californicus","Frogs.Pond","2015-06-22","Lupinus sericeus",1,"Field"
NA,"californicus","Gothic.Spires","2015-05-29","Erythronium grandiflorum",1,"Field"
NA,"californicus","Gothic.Spires","2015-06-02","Mertensia fusiformis",1,"Field"
30,"californicus","Gothic.Spires","2015-06-04","C",1084,"Microscopy"
30,"californicus","Gothic.Spires","2015-06-04","ONAGRACEAE",1,"Microscopy"
30,"californicus","Gothic.Spires","2015-06-04","ASTERACEAE_2",1,"Microscopy"
30,"californicus","Gothic.Spires","2015-06-04","UNKNOWN",1,"Microscopy"
30,"californicus","Gothic.Spires","2015-06-04","Mertensia fusiformis",77561,"Molecular"
30,"californicus","Gothic.Spires","2015-06-04","Lupinus argenteus",49939,"Molecular"
30,"californicus","Gothic.Spires","2015-06-04","Mertensia ciliata",48791,"Molecular"
30,"californicus","Gothic.Spires","2015-06-04","Delphinium barbeyi",29197,"Molecular"
30,"californicus","Gothic.Spires","2015-06-04","Delphinium nuttallianum",16705,"Molecular"
30,"californicus","Gothic.Spires","2015-06-04","Cynoglossum pringlei",12730,"Molecular"
30,"californicus","Gothic.Spires","2015-06-04","Cynoglossum pringlei",12730,"Molecular"
30,"californicus","Gothic.Spires","2015-06-04","Delphinium gracile",9348,"Molecular"
30,"californicus","Gothic.Spires","2015-06-04","Erigeron grandiflorus",7517,"Molecular"
30,"californicus","Gothic.Spires","2015-06-04","Cynoglossum anchusoides",6452,"Molecular"
30,"californicus","Gothic.Spires","2015-06-04","Cynoglossum anchusoides",6452,"Molecular"
NA,"californicus","Gothic.Spires","2015-07-07","Vicia americana",1,"Field"
NA,"californicus","Rosy.Hills","2015-05-31","Mertensia fusiformis",2,"Field"
NA,"californicus","Rosy.Hills","2015-06-02","Mertensia fusiformis",2,"Field"
NA,"californicus","Rosy.Hills","2015-06-08","Delphinium nuttallianum",3,"Field"
NA,"californicus","Rosy.Hills","2015-06-14","Delphinium nuttallianum",7,"Field"
NA,"californicus","Rosy.Hills","2015-06-14","Lathyrus lanszwertii",1,"Field"
NA,"californicus","Rosy.Hills","2015-06-18","Delphinium nuttallianum",5,"Field"
NA,"californicus","Rosy.Hills","2015-06-20","Delphinium nuttallianum",1,"Field"
NA,"californicus","Rosy.Hills","2015-06-23","Delphinium nuttallianum",2,"Field"
NA,"californicus","Rosy.Hills","2015-06-23","Lathyrus lanszwertii",1,"Field"
NA,"californicus","Rosy.Hills","2015-06-23","Lupinus sericeus",1,"Field"
NA,"californicus","Rosy.Hills","2015-07-09","Delphinium barbeyi",1,"Field"
NA,"californicus","Stormy.Pass","2015-06-21","Delphinium nuttallianum",1,"Field"
NA,"californicus","Stormy.Pass","2015-06-30","Delphinium barbeyi",1,"Field"
NA,"centralis","Frogs.Pond","2015-06-15","Hydrophyllum fendleri",1,"Field"
NA,"centralis","Rosy.Hills","2015-06-14","Hydrophyllum fendleri",1,"Field"
NA,"flavifrons","Avery.Wash","2015-06-07","Mertensia fusiformis",2,"Field"
NA,"flavifrons","Avery.Wash","2015-06-17","Delphinium nuttallianum",6,"Field"
NA,"flavifrons","Avery.Wash","2015-06-17","Hydrophyllum fendleri",3,"Field"
NA,"flavifrons","Avery.Wash","2015-06-19","Delphinium nuttallianum",1,"Field"
NA,"flavifrons","Avery.Wash","2015-06-19","Lonciera involucrata",1,"Field"
NA,"flavifrons","Avery.Wash","2015-06-19","Hydrophyllum fendleri",3,"Field"
32,"flavifrons","Avery.Wash","2015-06-19","C",1564,"Microscopy"
32,"flavifrons","Avery.Wash","2015-06-19","ASTERACEAE_2",1,"Microscopy"
32,"flavifrons","Avery.Wash","2015-06-19","UNKNOWN",1,"Microscopy"
32,"flavifrons","Avery.Wash","2015-06-19","MERTENSIA",2,"Microscopy"
35,"flavifrons","Avery.Wash","2015-06-19","ROSACEAE",699,"Microscopy"
35,"flavifrons","Avery.Wash","2015-06-19","B",1,"Microscopy"
